code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,module_presentation_length,total_assessments_submitted,average_score,total_weighted_score,total_clicks,unique_days_active
aaa,2013j,141377,m,south west region,a level or equivalent,90-100%,0-35,0,345,n,withdrawn,-110,129,268,1,45.0,4.5,143,9
aaa,2013j,142326,f,north region,a level or equivalent,50-60%,35-55,0,60,n,pass,-37,268,268,5,73.6,75.3,2121,95
aaa,2013j,144801,f,south region,he qualification,80-90%,35-55,0,60,n,pass,-67,268,268,5,68.8,70.6,5645,200
aaa,2013j,145130,m,south west region,he qualification,60-70%,0-35,0,120,n,pass,-36,268,268,5,54.4,53.2,452,35
aaa,2013j,146188,f,west midlands region,a level or equivalent,20-30%,0-35,0,60,y,fail,-132,268,268,5,50.0,48.8,597,32
aaa,2013j,147756,m,north region,lower than a level,60-70%,0-35,0,120,n,fail,-92,268,268,4,73.75,51.3,611,74
aaa,2013j,147793,f,north region,lower than a level,80-90%,0-35,0,90,n,withdrawn,-138,58,268,1,52.0,5.2,155,9
aaa,2013j,148993,f,north western region,a level or equivalent,30-40%,35-55,0,60,y,withdrawn,-174,158,268,3,72.0,36.4,1864,106
aaa,2013j,151358,f,london region,a level or equivalent,80-90%,0-35,0,150,n,pass,-44,268,268,5,50.0,49.6,270,20
aaa,2013j,155550,m,london region,a level or equivalent,0-10%,35-55,0,420,n,pass,-16,268,268,5,67.0,66.0,1529,81
aaa,2013j,155854,f,east midlands region,a level or equivalent,20-30%,35-55,0,60,n,pass,-54,268,268,5,79.8,79.4,4003,202
aaa,2013j,155984,f,east anglian region,lower than a level,70-80%,0-35,0,60,n,withdrawn,-64,191,268,2,80.0,23.5,908,44
aaa,2013j,157568,f,south west region,a level or equivalent,90-100%,0-35,0,60,n,pass,-52,268,268,5,70.6,68.6,1405,87
aaa,2013j,159954,m,east midlands region,a level or equivalent,40-50%,35-55,0,60,n,withdrawn,-46,123,268,2,66.5,20.1,1185,66
aaa,2013j,164259,m,scotland,a level or equivalent,70-80%,0-35,0,60,n,pass,-64,268,268,5,71.8,70.4,466,51
aaa,2013j,167906,f,yorkshire region,a level or equivalent,40-50%,35-55,0,60,n,pass,-117,268,268,5,69.4,70.9,1510,99
aaa,2013j,168936,f,west midlands region,lower than a level,10-20%,35-55,0,60,n,pass,-32,268,268,5,66.4,64.9,745,42
aaa,2013j,172112,m,ireland,he qualification,20-30%,35-55,0,60,n,pass,-50,268,268,5,69.6,71.1,1939,135
aaa,2013j,172797,f,ireland,a level or equivalent,20-30%,35-55,0,60,n,pass,-45,268,268,5,61.4,61.4,1782,86
aaa,2013j,174782,m,east anglian region,he qualification,90-100%,55<=,0,60,n,pass,-162,268,268,5,80.4,80.1,6318,249
aaa,2013j,175392,m,north region,he qualification,20-30%,35-55,0,60,n,pass,-195,268,268,5,82.4,81.7,4447,197
aaa,2013j,175932,m,north western region,he qualification,70-80%,35-55,0,60,n,pass,-92,268,268,5,78.2,78.8,2016,97
aaa,2013j,175991,f,north western region,a level or equivalent,80-90%,0-35,0,180,n,fail,-57,268,268,5,37.6,36.0,138,17
aaa,2013j,180753,m,south west region,a level or equivalent,30-40%,0-35,0,120,n,pass,-64,268,268,5,53.4,51.7,2012,157
aaa,2013j,181316,f,south west region,a level or equivalent,80-90%,35-55,0,120,n,withdrawn,-39,60,268,1,76.0,7.6,487,20
aaa,2013j,183096,f,south west region,a level or equivalent,60-70%,0-35,0,60,n,pass,-128,268,268,5,54.0,54.0,1975,116
aaa,2013j,183947,m,london region,a level or equivalent,10-20%,0-35,0,180,n,pass,-32,268,268,5,49.0,46.6,964,58
aaa,2013j,184271,m,south west region,he qualification,80-90%,35-55,0,170,n,pass,-74,268,268,5,59.8,58.7,1312,147
aaa,2013j,185439,m,london region,he qualification,10-20%,0-35,0,120,n,fail,-12,268,268,1,74.0,7.4,427,15
aaa,2013j,186149,m,scotland,he qualification,30-40%,35-55,0,60,n,pass,-109,268,268,5,76.0,75.6,2136,109
aaa,2013j,187100,m,south east region,a level or equivalent,50-60%,35-55,0,60,n,distinction,-136,268,268,5,89.2,89.4,8562,231
aaa,2013j,188278,m,yorkshire region,a level or equivalent,70-80%,35-55,0,120,n,withdrawn,-57,60,268,1,76.0,7.6,1434,49
aaa,2013j,189879,m,scotland,a level or equivalent,90-100%,0-35,0,120,n,pass,-180,268,268,5,79.4,78.80000000000001,1541,84
aaa,2013j,192183,f,south west region,lower than a level,90-100%,0-35,0,60,n,pass,-62,268,268,5,68.4,66.69999999999999,3219,176
aaa,2013j,195262,m,london region,a level or equivalent,90-100%,0-35,0,60,n,withdrawn,-45,185,268,1,50.0,10.0,1905,58
aaa,2013j,200860,m,london region,lower than a level,50-60%,35-55,0,60,n,pass,-54,268,268,5,54.4,50.8,534,81
aaa,2013j,202635,f,wales,a level or equivalent,30-40%,0-35,0,60,n,withdrawn,-73,166,268,3,66.66666666666667,33.2,1418,47
aaa,2013j,205350,m,south west region,he qualification,80-90%,35-55,0,60,n,pass,-68,268,268,5,72.2,72.2,1665,126
aaa,2013j,205719,m,east anglian region,a level or equivalent,40-50%,0-35,0,90,y,fail,-51,268,268,3,56.66666666666666,27.3,333,32
aaa,2013j,227499,f,london region,a level or equivalent,10-20%,35-55,0,60,n,distinction,-169,268,268,5,83.6,83.5,2953,162
aaa,2013j,227517,m,ireland,he qualification,20-30%,0-35,0,180,n,fail,-172,268,268,5,62.6,61.7,1205,69
aaa,2013j,228082,m,london region,he qualification,60-70%,0-35,0,60,n,pass,-31,268,268,5,72.4,74.80000000000001,227,37
aaa,2013j,228222,m,east midlands region,lower than a level,50-60%,0-35,0,60,n,pass,-108,268,268,5,61.8,60.7,445,38
aaa,2013j,229179,m,west midlands region,a level or equivalent,20-30%,0-35,0,60,n,pass,-165,268,268,5,66.0,65.1,614,50
aaa,2013j,229361,m,east midlands region,a level or equivalent,50-60%,0-35,0,60,n,pass,-58,268,268,5,78.0,77.5,1215,123
aaa,2013j,231554,m,london region,a level or equivalent,40-50%,0-35,0,240,n,pass,-29,268,268,4,67.75,52.8,1839,86
aaa,2013j,235507,m,yorkshire region,a level or equivalent,90-100%,0-35,0,240,n,withdrawn,-79,109,268,1,65.0,6.5,190,21
aaa,2013j,236284,m,scotland,post graduate qualification,90-100%,0-35,0,60,n,pass,2,268,268,5,78.0,75.5,732,41
aaa,2013j,238007,m,south region,he qualification,90-100%,55<=,0,60,n,pass,-151,268,268,5,79.2,79.5,1935,162
aaa,2013j,240712,m,london region,he qualification,80-90%,0-35,0,80,n,pass,-45,268,268,5,75.8,74.2,321,26
aaa,2013j,240884,m,south region,a level or equivalent,90-100%,0-35,0,120,n,pass,-47,268,268,5,58.4,56.4,427,44
aaa,2013j,241649,m,east anglian region,he qualification,90-100%,35-55,0,60,n,pass,-50,268,268,5,78.8,78.8,1892,135
aaa,2013j,241729,f,east midlands region,he qualification,60-70%,35-55,0,60,n,fail,-31,268,268,5,58.6,59.6,1829,117
aaa,2013j,242793,m,london region,he qualification,20-30%,35-55,0,60,n,pass,-36,268,268,5,77.4,79.2,658,56
aaa,2013j,246834,m,south west region,a level or equivalent,90-100%,35-55,0,60,n,pass,-16,268,268,5,55.6,54.8,1174,68
aaa,2013j,248270,m,north western region,lower than a level,20-30%,0-35,0,90,n,pass,-198,268,268,5,78.4,78.9,1969,193
aaa,2013j,255548,m,wales,lower than a level,20-30%,35-55,0,60,n,pass,-103,268,268,5,71.4,68.4,2580,166
aaa,2013j,256815,m,north western region,he qualification,10-20%,0-35,0,120,n,pass,-117,268,268,5,76.8,77.7,1481,139
aaa,2013j,258392,f,west midlands region,lower than a level,30-40%,0-35,0,60,n,pass,-68,268,268,5,58.8,59.1,844,53
aaa,2013j,258894,f,east anglian region,lower than a level,70-80%,35-55,0,60,n,pass,-172,268,268,5,64.8,64.4,4963,204
aaa,2013j,260355,f,london region,a level or equivalent,80-90%,35-55,0,60,n,withdrawn,-186,170,268,3,57.5,17.5,426,43
aaa,2013j,262011,m,east midlands region,a level or equivalent,20-30%,35-55,0,60,n,pass,-145,268,268,5,71.0,72.1,1066,69
aaa,2013j,262934,f,north western region,a level or equivalent,30-40%,35-55,0,60,n,pass,-191,268,268,5,76.6,76.0,2407,119
aaa,2013j,268073,m,east anglian region,a level or equivalent,10-20%,35-55,0,90,n,fail,-33,268,268,5,74.6,75.5,3210,116
aaa,2013j,268733,m,east anglian region,a level or equivalent,30-40%,0-35,0,180,n,withdrawn,-17,187,268,2,43.0,12.1,188,18
aaa,2013j,271251,m,scotland,a level or equivalent,80-90%,35-55,0,60,n,pass,-68,268,268,5,76.4,76.9,3348,128
aaa,2013j,277880,f,south east region,a level or equivalent,60-70%,0-35,0,60,n,withdrawn,-108,177,268,3,67.66666666666667,33.6,2016,78
aaa,2013j,279572,m,london region,lower than a level,40-50%,0-35,0,60,n,distinction,-138,268,268,5,79.2,79.6,1183,63
aaa,2013j,281022,f,scotland,a level or equivalent,30-40%,0-35,0,150,n,pass,-74,268,268,5,73.4,73.8,492,49
aaa,2013j,281250,m,wales,lower than a level,70-80%,35-55,0,60,n,fail,-64,268,268,5,55.4,54.3,130,15
aaa,2013j,281589,m,north western region,he qualification,30-40%,0-35,0,60,n,fail,-50,268,268,0,0.0,0.0,59,8
aaa,2013j,282821,m,south west region,a level or equivalent,30-40%,35-55,0,60,n,pass,-107,268,268,5,60.6,58.8,1961,87
aaa,2013j,286488,m,south east region,a level or equivalent,90-100%,35-55,0,60,n,pass,-8,268,268,5,71.0,73.5,1046,68
aaa,2013j,287548,m,east anglian region,a level or equivalent,90-100%,0-35,0,120,n,pass,-52,268,268,5,67.8,67.9,483,47
aaa,2013j,290201,m,wales,a level or equivalent,20-30%,0-35,0,60,n,pass,-96,268,268,5,70.4,69.80000000000001,1740,108
aaa,2013j,290757,m,north western region,a level or equivalent,30-40%,0-35,0,60,n,pass,-141,268,268,5,75.0,74.5,652,33
aaa,2013j,291334,m,south east region,a level or equivalent,90-100%,35-55,0,60,n,distinction,-132,268,268,5,83.6,82.9,5231,229
aaa,2013j,292923,f,south east region,a level or equivalent,90-100%,35-55,0,180,n,withdrawn,-162,-121,268,0,0.0,0.0,0,0
aaa,2013j,293699,m,east midlands region,a level or equivalent,70-80%,0-35,0,120,n,pass,-27,268,268,4,46.75,41.5,187,28
aaa,2013j,294570,m,south east region,he qualification,90-100%,55<=,0,60,n,pass,-80,268,268,5,78.2,78.69999999999999,1775,119
aaa,2013j,294594,m,south east region,a level or equivalent,90-100%,0-35,0,60,n,pass,-145,268,268,5,52.8,51.0,865,94
aaa,2013j,295741,m,south east region,a level or equivalent,40-50%,35-55,0,240,n,fail,-17,268,268,5,50.2,51.900000000000006,709,87
aaa,2013j,296332,m,south region,post graduate qualification,90-100%,55<=,0,60,n,distinction,-115,268,268,5,86.8,84.30000000000001,2152,124
aaa,2013j,298696,f,south east region,he qualification,80-90%,0-35,0,60,n,pass,-32,268,268,5,80.8,81.8,514,58
aaa,2013j,300398,m,west midlands region,a level or equivalent,30-40%,35-55,0,60,n,pass,-59,268,268,5,78.8,78.3,1997,108
aaa,2013j,302302,f,east anglian region,a level or equivalent,40-50%,0-35,0,60,n,fail,-83,268,268,3,58.66666666666666,29.4,513,24
aaa,2013j,305152,m,north western region,a level or equivalent,70-80%,0-35,0,60,n,fail,-18,268,268,1,64.0,6.4,146,11
aaa,2013j,305386,m,west midlands region,a level or equivalent,70-80%,0-35,0,120,y,pass,-66,268,268,5,78.0,78.1,1277,85
aaa,2013j,305539,f,wales,lower than a level,80-90%,0-35,0,120,n,withdrawn,-54,-3,268,0,0.0,0.0,68,6
aaa,2013j,306107,m,west midlands region,a level or equivalent,50-60%,35-55,0,120,n,pass,-107,268,268,5,58.2,54.9,987,81
aaa,2013j,306466,m,east anglian region,a level or equivalent,90-100%,35-55,0,60,n,pass,-58,268,268,5,82.0,82.6,1220,110
aaa,2013j,306897,f,london region,a level or equivalent,10-20%,0-35,0,60,n,pass,-123,268,268,5,62.6,60.9,2742,189
aaa,2013j,307061,f,east midlands region,he qualification,10-20%,0-35,0,60,n,pass,-31,268,268,5,81.2,81.3,1081,87
aaa,2013j,307866,m,west midlands region,a level or equivalent,70-80%,0-35,0,60,n,pass,-107,268,268,4,60.0,43.3,1476,76
aaa,2013j,311917,m,south west region,a level or equivalent,60-70%,55<=,0,120,n,pass,-121,268,268,5,59.2,60.4,2230,145
aaa,2013j,312537,m,south region,post graduate qualification,90-100%,55<=,0,60,n,distinction,-79,268,268,5,87.8,87.8,12882,271
aaa,2013j,312782,m,south region,a level or equivalent,90-100%,0-35,0,60,n,pass,-59,268,268,5,61.8,58.5,281,46
aaa,2013j,318933,f,east anglian region,he qualification,80-90%,0-35,0,120,n,pass,-100,268,268,5,66.6,66.6,1281,106
aaa,2013j,319047,f,east midlands region,a level or equivalent,50-60%,0-35,0,60,n,pass,-47,268,268,5,78.4,78.6,6589,232
aaa,2013j,321942,m,south region,he qualification,90-100%,55<=,0,60,n,pass,-67,268,268,5,80.4,80.2,10083,239
aaa,2013j,324002,m,east anglian region,he qualification,40-50%,35-55,0,60,n,pass,-32,268,268,5,80.4,80.2,1901,122
aaa,2013j,324084,f,south west region,a level or equivalent,10-20%,35-55,0,60,n,pass,-165,268,268,5,57.6,57.5,1961,110
aaa,2013j,324282,m,south east region,a level or equivalent,90-100%,0-35,0,120,n,pass,-32,268,268,5,61.2,64.6,133,38
aaa,2013j,331358,f,south region,he qualification,90-100%,35-55,0,60,n,withdrawn,-67,53,268,1,84.0,8.4,2376,45
aaa,2013j,332789,f,east anglian region,a level or equivalent,60-70%,35-55,0,60,n,pass,-64,268,268,5,74.4,75.1,1655,72
aaa,2013j,333059,m,scotland,a level or equivalent,20-30%,0-35,0,120,n,pass,-103,268,268,5,65.8,62.6,301,31
aaa,2013j,333323,m,scotland,he qualification,80-90%,0-35,0,60,n,pass,-53,268,268,5,74.4,74.19999999999999,648,36
aaa,2013j,334259,f,london region,a level or equivalent,50-60%,0-35,0,150,n,fail,-32,268,268,2,53.0,15.5,332,27
aaa,2013j,334333,f,south west region,a level or equivalent,0-10%,0-35,0,240,y,withdrawn,-192,65,268,1,36.0,3.6,303,33
aaa,2013j,335764,f,south east region,a level or equivalent,20-30%,0-35,0,60,n,withdrawn,-196,160,268,3,86.33333333333333,43.2,2286,106
aaa,2013j,336207,m,east anglian region,a level or equivalent,90-100%,0-35,0,120,n,pass,-110,268,268,5,68.2,67.4,1316,111
aaa,2013j,339972,m,north region,a level or equivalent,80-90%,0-35,0,60,n,pass,-57,268,268,5,49.8,47.8,333,33
aaa,2013j,341872,m,east anglian region,lower than a level,40-50%,0-35,0,180,n,fail,48,268,268,5,64.2,63.8,201,35
aaa,2013j,342007,f,west midlands region,he qualification,70-80%,0-35,0,60,n,withdrawn,-71,51,268,1,75.0,7.5,880,38
aaa,2013j,342514,m,scotland,lower than a level,50-60%,55<=,0,60,n,pass,-81,268,268,5,77.2,78.4,1950,98
aaa,2013j,342972,m,yorkshire region,he qualification,0-10%,0-35,0,60,n,pass,-60,268,268,5,60.4,61.5,838,72
aaa,2013j,343446,m,ireland,he qualification,70-80%,35-55,0,120,n,pass,-49,268,268,5,78.4,79.6,3644,173
aaa,2013j,344282,m,yorkshire region,a level or equivalent,10-20%,0-35,0,60,n,fail,-12,268,268,5,49.2,47.4,65,18
aaa,2013j,345068,m,east anglian region,a level or equivalent,60-70%,0-35,0,180,y,pass,-37,268,268,5,78.0,79.5,547,51
aaa,2013j,345357,m,yorkshire region,a level or equivalent,30-40%,0-35,0,60,n,distinction,-18,268,268,5,80.4,82.0,2219,134
aaa,2013j,346025,m,east anglian region,a level or equivalent,50-60%,0-35,0,120,n,pass,-75,268,268,5,82.4,82.4,569,103
aaa,2013j,346843,f,scotland,he qualification,50-60%,35-55,0,120,n,fail,-44,268,268,0,0.0,0.0,164,8
aaa,2013j,350188,m,north western region,he qualification,80-90%,35-55,0,60,n,pass,-49,268,268,5,73.8,73.4,761,78
aaa,2013j,354858,m,south region,he qualification,90-100%,35-55,0,120,n,withdrawn,-32,5,268,0,0.0,0.0,198,7
aaa,2013j,357668,m,yorkshire region,a level or equivalent,10-20%,0-35,0,60,n,fail,-38,268,268,3,57.0,29.3,166,27
aaa,2013j,364177,m,east anglian region,lower than a level,70-80%,35-55,0,60,n,fail,-129,268,268,4,69.0,48.8,821,63
aaa,2013j,365244,f,london region,a level or equivalent,0-10%,0-35,0,120,n,pass,-38,268,268,5,56.4,55.6,891,78
aaa,2013j,365642,m,east anglian region,lower than a level,10-20%,35-55,0,60,n,pass,-52,268,268,5,70.0,70.4,2129,148
aaa,2013j,366483,m,south west region,he qualification,40-50%,0-35,0,60,n,pass,-4,268,268,5,76.8,77.0,1465,129
aaa,2013j,368194,f,south west region,a level or equivalent,50-60%,0-35,0,120,y,pass,-123,268,268,5,50.4,49.1,437,32
aaa,2013j,368824,m,wales,he qualification,50-60%,35-55,0,120,n,fail,-60,268,268,5,55.6,53.7,292,25
aaa,2013j,368963,m,yorkshire region,lower than a level,0-10%,0-35,0,180,n,pass,-19,268,268,5,66.4,67.4,677,52
aaa,2013j,376439,m,north region,he qualification,20-30%,0-35,0,60,n,distinction,-87,268,268,5,87.0,87.3,2342,154
aaa,2013j,376581,f,south region,a level or equivalent,80-90%,35-55,0,60,n,pass,-64,268,268,5,72.8,73.0,2333,124
aaa,2013j,380953,m,east midlands region,a level or equivalent,80-90%,0-35,0,60,n,pass,-155,268,268,5,67.8,67.0,1062,97
aaa,2013j,383254,m,yorkshire region,a level or equivalent,90-100%,0-35,0,120,n,pass,-61,268,268,5,75.6,76.30000000000001,543,91
aaa,2013j,386924,m,ireland,lower than a level,20-30%,0-35,0,120,n,pass,-192,268,268,5,67.8,68.9,164,31
aaa,2013j,386952,m,yorkshire region,a level or equivalent,70-80%,0-35,0,120,n,pass,-38,268,268,5,68.0,68.8,910,114
aaa,2013j,388722,f,london region,lower than a level,80-90%,35-55,0,60,n,pass,-179,268,268,5,63.8,63.7,671,57
aaa,2013j,388885,m,south west region,a level or equivalent,90-100%,35-55,0,60,n,pass,-185,268,268,5,60.6,61.9,875,50
aaa,2013j,390890,m,scotland,a level or equivalent,0-10%,0-35,0,90,n,withdrawn,-31,202,268,3,69.66666666666667,34.3,639,50
aaa,2013j,392756,m,west midlands region,a level or equivalent,70-80%,0-35,0,120,n,fail,-58,268,268,5,45.0,43.5,363,44
aaa,2013j,392931,f,north western region,a level or equivalent,50-60%,35-55,0,120,n,pass,-54,268,268,5,68.4,69.1,3003,177
aaa,2013j,393207,m,north western region,a level or equivalent,60-70%,0-35,0,60,n,pass,-38,268,268,5,74.2,74.8,876,50
aaa,2013j,396872,m,yorkshire region,he qualification,50-60%,0-35,0,180,n,pass,-23,268,268,5,61.4,61.1,996,70
aaa,2013j,398552,m,yorkshire region,lower than a level,90-100%,0-35,0,240,n,fail,-57,268,268,5,46.4,45.0,1183,87
aaa,2013j,401869,f,south east region,lower than a level,80-90%,0-35,0,60,n,pass,-53,268,268,5,65.0,67.0,955,90
aaa,2013j,402470,m,south west region,lower than a level,50-60%,35-55,0,60,n,pass,-130,268,268,5,72.6,70.7,1445,83
aaa,2013j,404804,m,wales,lower than a level,20-30%,35-55,0,120,n,pass,-129,268,268,5,43.8,41.6,509,26
aaa,2013j,405088,m,north region,a level or equivalent,20-30%,0-35,0,120,n,pass,-67,268,268,5,77.2,77.3,1388,87
aaa,2013j,405961,m,scotland,a level or equivalent,90-100%,0-35,0,240,y,withdrawn,-170,-100,268,0,0.0,0.0,0,0
aaa,2013j,414117,m,yorkshire region,a level or equivalent,50-60%,0-35,0,120,n,pass,-73,268,268,5,76.4,76.0,807,105
aaa,2013j,415969,m,west midlands region,he qualification,0-10%,35-55,0,90,n,withdrawn,-60,172,268,3,59.66666666666666,29.1,1359,49
aaa,2013j,420087,m,scotland,a level or equivalent,40-50%,0-35,0,60,y,fail,-15,268,268,3,76.0,37.6,342,27
aaa,2013j,429958,f,north western region,a level or equivalent,70-80%,0-35,0,60,n,pass,-58,268,268,5,58.4,58.3,411,25
aaa,2013j,441018,f,south east region,a level or equivalent,70-80%,0-35,0,150,n,pass,-52,268,268,5,59.8,61.0,646,50
aaa,2013j,441888,m,london region,a level or equivalent,20-30%,0-35,0,120,n,pass,-53,268,268,5,70.6,70.0,739,43
aaa,2013j,442442,m,south west region,he qualification,80-90%,0-35,0,120,n,withdrawn,-32,119,268,2,40.5,12.3,1009,49
aaa,2013j,444677,m,london region,he qualification,30-40%,0-35,0,60,n,distinction,-38,268,268,5,87.6,86.9,1241,140
aaa,2013j,470588,m,south east region,he qualification,90-100%,35-55,0,60,n,withdrawn,-43,73,268,1,86.0,8.6,400,16
aaa,2013j,489455,f,south west region,a level or equivalent,20-30%,0-35,0,60,n,pass,-120,268,268,5,70.6,70.0,2832,131
aaa,2013j,494424,f,north region,a level or equivalent,80-90%,0-35,0,60,n,fail,-38,268,268,0,0.0,0.0,58,2
aaa,2013j,495284,m,south east region,he qualification,80-90%,0-35,0,120,n,pass,-29,268,268,5,66.6,65.0,901,78
aaa,2013j,498857,m,north western region,he qualification,80-90%,35-55,0,60,n,pass,-16,268,268,5,73.0,72.6,998,88
